,Lot Area,Year Built,Year Remod/Add,Exter Qual,1st Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Cars,Porch SF,SalePrice
738,6000,1926,2004,4,904,904,1,2,3,0,5,1.0,105,119000
739,6911,1924,1950,3,1301,1301,1,2,2,0,5,2.0,0,100000
740,6120,1936,1950,3,1067,1539,1,3,3,0,5,2.0,0,141500
741,6120,1935,1995,3,989,1573,1,3,4,0,5,1.0,174,133000
742,6120,1936,1950,2,800,800,1,1,2,1,6,0.0,0,60000
743,6120,1931,1993,3,875,875,1,2,3,0,5,1.0,0,105000
744,6120,1925,1999,3,995,995,1,2,3,0,5,1.0,66,115000
745,6120,1938,1950,3,994,1582,2,3,3,1,5,1.0,184,150000
746,8635,1925,1950,3,1072,1072,1,2,3,0,5,5.0,105,126500
747,11888,1916,1994,3,1445,2134,2,5,4,0,5,2.0,328,214500
748,11414,1910,1993,3,1136,2019,1,3,4,0,5,2.0,135,167500
749,8094,1915,1950,3,1048,1768,2,3,3,0,5,2.0,150,155000
750,2500,1915,2005,4,916,1826,1,4,5,1,1,1.0,0,155000
751,9928,1915,1994,3,1272,1944,2,3,3,0,5,1.0,28,179900
752,5520,1912,1950,3,929,2229,1,5,3,0,6,0.0,228,104000
753,3000,1922,1950,3,1088,2128,2,4,3,0,6,0.0,56,62500
754,6876,1927,1950,3,1146,1930,2,4,3,0,1,1.0,213,149000
755,6240,1925,1950,3,848,1208,1,2,3,0,5,2.0,135,103000
756,5775,1915,2002,3,741,1427,1,3,4,0,1,1.0,136,123000
757,5852,1902,2000,3,978,1864,2,6,3,0,6,0.0,290,97500
758,5160,1927,1950,3,1204,1666,1,3,3,0,5,1.0,148,135000
759,5160,1923,1950,3,892,892,1,1,4,0,6,0.0,265,70000
760,10320,1915,1965,3,754,1403,1,3,3,0,5,1.0,288,116000
761,4280,1946,2001,3,704,704,1,2,2,0,4,1.0,24,88750
762,10800,1987,1988,3,1200,1200,3,3,3,0,6,0.0,0,179000
763,10800,1987,1988,3,1200,1200,3,3,3,0,6,0.0,0,179000
764,10547,1978,1978,3,1152,1152,2,2,3,0,5,1.0,0,159900
765,10020,1922,1950,2,904,904,0,1,2,0,6,0.0,0,61000
766,6629,1925,1950,3,697,1369,2,3,3,0,5,1.0,0,103600
767,9780,1934,1950,3,687,1112,2,4,3,0,5,1.0,0,63000
768,12886,1963,1999,3,1464,1464,2,3,3,1,1,2.0,100,175000
769,8816,1963,1963,3,1121,1121,1,3,3,0,5,2.0,80,139000
770,11184,1978,1978,3,918,1683,2,3,3,1,1,2.0,0,172500
771,11625,1967,1967,3,1052,1052,1,3,3,1,1,1.0,215,113500
772,7800,1967,2004,3,899,899,1,3,4,0,1,1.0,0,130000
773,8014,1978,1978,3,1034,1034,1,3,3,1,2,2.0,0,149900
774,7252,1982,1982,3,858,858,1,2,3,0,5,2.0,0,134900
775,8740,1982,1982,3,860,860,1,2,3,0,5,2.0,0,137000
776,11616,1962,1962,3,1092,1092,1,3,3,1,1,1.0,164,139000
777,15400,1961,1961,3,904,1774,2,4,3,1,1,1.0,40,165000
778,15312,1960,1960,3,1138,1138,1,3,3,1,1,2.0,140,148000
779,15584,1956,1956,3,2071,2071,1,4,3,1,1,1.0,28,165000
780,9000,1947,1950,3,660,660,1,2,2,0,6,0.0,100,63900
781,11250,1957,1989,3,1104,1788,1,5,3,2,1,1.0,0,161500
782,25095,1968,2003,3,1473,1473,1,1,5,2,1,1.0,108,143000
783,17140,1956,1956,3,1229,1229,1,3,3,0,1,1.0,0,135000
784,12342,1940,1950,3,861,861,1,1,3,0,5,2.0,0,82500
785,10708,1955,1993,4,1867,1867,1,2,3,3,1,1.0,142,190000
786,13680,1955,1955,3,1733,1733,2,4,3,1,1,2.0,0,139600
787,15635,1954,1954,3,1383,1383,1,2,3,0,1,2.0,200,122000
788,9855,1956,1956,3,1689,1689,1,3,3,1,1,2.0,0,127500
789,9571,1956,1956,3,1073,1073,1,2,3,0,1,1.0,0,121500
790,9571,1958,1958,3,1276,1276,1,3,3,0,1,1.0,0,60000
791,9350,1946,1950,3,892,1639,1,3,4,1,5,1.0,50,154400
792,9340,1941,1950,3,672,672,1,2,3,0,1,1.0,113,113000
793,7440,1954,1954,3,1089,1089,1,3,3,1,5,1.0,0,125000
794,11500,1957,1957,3,845,845,1,3,3,0,5,1.0,0,84000
795,4235,1984,1984,4,1049,1049,2,2,4,0,1,1.0,105,139500
796,11409,1949,2008,3,1148,1716,1,3,3,1,1,1.0,160,131000
797,9060,1939,1950,3,698,1258,1,2,3,0,5,1.0,0,105000
798,9084,1940,1950,3,755,1510,1,4,3,1,5,1.0,0,108000
799,10778,1990,1991,4,1061,1061,1,1,4,0,1,2.0,36,162000
800,19255,1983,1983,4,1338,1338,1,2,4,1,1,2.0,0,156500
801,12327,1983,2009,4,1496,2132,1,1,4,1,3,2.0,40,316600
802,14684,1990,1991,4,2196,2196,2,3,4,1,1,3.0,70,271900
803,9317,1993,1993,4,1006,1775,2,3,4,1,1,2.0,264,213000
804,10560,1993,1994,4,1079,1879,2,3,4,1,1,2.0,244,239900
805,9828,1995,1995,4,1142,2020,2,3,4,1,1,2.0,155,239500
806,26400,1880,2007,4,1288,2016,1,4,3,1,1,2.0,0,131000
807,7018,1979,1979,3,1535,1535,2,4,3,0,1,2.0,0,118964
808,7018,1979,1979,3,1224,1224,0,2,3,2,5,2.0,0,153337
809,7018,1979,1979,3,1114,2228,2,6,3,0,5,2.0,0,147983
810,7018,1979,1979,3,1535,1535,2,4,3,0,1,2.0,0,118858
811,7018,1979,1979,3,1535,1535,2,4,3,0,1,2.0,0,118858
812,7018,1979,1979,3,1120,2240,2,6,3,0,5,2.0,0,142953
813,7040,1979,1979,3,1229,1229,0,2,4,2,5,2.0,0,148325
814,7007,1979,1979,3,1513,1513,2,4,3,0,1,2.0,0,113722
815,11855,2000,2000,3,1168,2787,4,6,3,2,3,4.0,0,269500
816,7939,2000,2000,3,1168,2787,4,6,3,2,3,4.0,0,269500
817,7976,2000,2000,3,1168,2787,4,6,3,2,3,4.0,0,269500
818,10933,2009,2009,5,1680,1680,1,1,5,1,1,3.0,24,323262
819,10637,2007,2008,4,1718,1718,2,3,4,1,1,3.0,44,297000
820,10226,2008,2008,4,1630,1630,2,3,5,1,1,3.0,42,295493
821,10816,2008,2008,5,1720,1720,2,3,5,1,1,3.0,104,332000
822,9178,2008,2008,4,1468,1468,2,3,4,1,1,3.0,142,239900
823,10769,2007,2007,4,866,1768,2,3,4,0,1,2.0,105,212000
824,11422,2007,2008,4,1838,1838,2,3,4,2,1,2.0,222,272500
825,11923,2007,2007,4,1800,1800,2,2,5,0,1,2.0,136,239000
826,8814,2006,2006,4,1604,1604,2,3,4,1,1,2.0,110,220000
827,6762,2007,2007,4,1290,1290,2,2,4,1,1,2.0,0,200000
828,10324,2008,2008,4,1254,1254,2,2,4,0,1,3.0,92,221800
829,7314,2007,2007,4,1232,1232,2,2,4,0,1,2.0,0,194500
830,11645,2005,2006,4,1498,1498,2,3,4,1,1,3.0,98,237000
831,11646,2005,2006,4,704,1422,2,3,4,1,1,2.0,28,173000
832,12800,1989,1989,4,1644,1644,2,2,4,1,1,2.0,396,275000
833,16698,1992,1993,4,944,1759,2,3,4,1,1,2.0,193,233500
834,28698,1967,1967,3,1160,2126,2,3,3,0,1,2.0,225,185000
835,12464,1996,1996,3,1040,1040,1,3,4,0,5,2.0,0,152000
836,9757,1994,1994,3,990,990,1,3,3,0,1,1.0,92,143000
837,15426,1997,1997,3,928,1764,2,3,4,0,1,2.0,99,231500
838,10667,1996,1996,4,827,1661,2,3,4,1,1,2.0,61,212000
839,14753,1998,1998,3,1463,1463,2,3,3,0,1,2.0,81,207000
840,10859,1994,1995,3,1097,1097,1,3,3,0,1,2.0,64,145000
841,8072,1994,1995,3,990,990,1,3,3,0,5,2.0,64,138000
842,10400,1998,1998,3,866,1779,2,3,4,0,1,2.0,36,197900
843,10335,1999,1999,4,1501,1501,2,3,4,0,1,2.0,29,204000
844,9017,1999,1999,4,1431,1431,2,3,4,0,1,2.0,35,192000
845,8750,1998,1998,3,928,1772,2,3,3,1,1,2.0,96,200000
846,8935,2002,2002,4,831,1660,2,3,4,0,1,2.0,68,195000
847,9808,2002,2002,4,1573,1573,2,3,4,0,1,2.0,72,227000
848,12420,2001,2001,4,944,1840,2,3,4,0,1,2.0,45,230000
849,16285,2001,2002,4,1430,1430,2,3,4,0,1,2.0,33,187100
850,10739,2002,2001,4,1444,1444,2,3,4,0,1,2.0,40,203000
851,11166,2001,2001,4,1492,1492,2,3,4,1,1,2.0,282,201000
852,8430,1978,1978,3,1040,1040,2,3,3,0,6,0.0,0,124000
853,16269,1978,1978,3,907,907,1,3,3,0,1,1.0,0,140000
854,6950,1979,1979,3,914,914,1,2,3,0,1,2.0,0,134900
855,8800,1977,2008,3,1040,1040,2,3,4,0,5,2.0,288,150500
856,7000,1978,2005,4,864,864,1,3,3,0,1,1.0,0,136500
857,9286,1977,1989,3,1268,1268,1,3,4,0,5,1.0,0,143500
858,15523,1972,1972,3,864,864,1,3,3,1,1,1.0,0,133500
859,7200,1972,1972,3,894,894,1,2,3,0,5,2.0,0,123000
860,7200,1972,2003,3,768,768,1,2,3,0,5,1.0,0,133900
861,8445,1972,2007,3,768,768,1,2,3,0,5,2.0,0,133000
862,11664,2002,2002,4,1611,1611,2,3,4,0,1,3.0,93,250000
863,12334,2003,2003,4,1068,2184,2,4,4,1,3,2.0,132,254750
864,11838,2001,2001,4,1788,1788,2,3,5,1,1,2.0,151,236500
865,11885,2001,2001,4,1299,1872,2,3,5,1,3,2.0,122,261500
866,11050,2000,2000,4,1476,2153,2,3,5,2,1,3.0,142,313000
867,8749,2002,2002,4,840,1725,2,3,4,0,1,2.0,48,198500
868,11250,2001,2001,4,944,1870,2,3,4,0,1,2.0,43,211000
869,15750,1999,2000,4,1513,1513,2,2,4,1,1,2.0,34,220000
870,11883,1996,1996,4,1504,1504,2,3,4,1,1,2.0,66,203000
871,12782,2002,2003,4,1828,1828,2,3,4,1,1,2.0,144,279500
872,8750,1997,1998,4,1417,1417,2,3,4,1,1,2.0,117,210000
873,9375,1997,1998,3,1057,2034,2,3,4,0,1,2.0,36,219500
874,8750,1996,1996,4,909,1716,2,2,4,1,1,2.0,120,191000
875,9100,2001,2001,4,1212,1212,2,3,4,0,1,2.0,0,178000
876,9750,2000,2001,4,1630,1630,2,3,4,1,1,2.0,234,213000
877,4435,2003,2004,4,848,848,1,1,4,0,1,2.0,0,144000
878,4435,2003,2003,4,848,848,1,1,4,0,1,2.0,0,140000
879,10200,2007,2007,4,1602,1602,2,3,4,1,1,3.0,243,293200
880,9313,2004,2004,4,864,1728,2,3,4,0,1,2.0,56,190000
881,8487,2004,2004,4,1500,1500,2,3,4,0,1,2.0,36,190000
882,8633,2005,2005,4,738,1476,2,3,4,0,1,2.0,35,173500
883,11069,2007,2007,4,608,1396,2,3,4,1,3,2.0,36,170000
884,8777,1949,2003,3,1126,1126,2,2,4,0,5,2.0,96,108000
885,9937,1964,1999,3,1486,1486,1,3,3,0,5,2.0,0,167000
886,8877,1938,1958,3,816,816,1,2,3,1,5,1.0,0,100000
887,7301,2003,2003,4,495,1922,3,4,4,1,3,2.0,177,198500
888,7950,1977,1977,3,698,1426,1,3,3,0,1,2.0,0,159500
889,10682,1960,1971,3,1149,1149,1,3,3,0,0,1.0,240,127000
890,7200,1976,1976,3,1125,1125,1,3,3,1,5,1.0,0,125000
891,13286,2007,2008,5,1698,1698,2,3,5,1,1,3.0,64,320000
892,3675,2005,2006,3,1072,1072,1,2,3,0,2,2.0,28,145500
893,9405,1947,2008,3,698,698,1,2,3,0,6,0.0,200,118000
894,6410,1959,1959,3,876,876,1,3,3,0,5,1.0,0,85000
895,11767,1950,1950,3,1368,1368,1,3,3,0,1,1.0,252,120000
896,8405,1945,1950,3,1088,1529,2,4,3,0,5,1.0,185,98000
897,4060,1922,1950,3,864,864,1,2,3,0,6,0.0,96,99900
898,10206,1952,1952,3,944,944,1,2,2,0,5,2.0,0,82000
899,10926,1959,1959,3,1678,1678,2,6,3,0,6,0.0,0,119900
900,11767,1956,1956,3,1560,1560,1,2,3,1,1,1.0,0,103500
901,8926,1956,1956,3,960,960,1,3,3,0,2,1.0,160,112000
902,12354,1920,2000,3,684,1196,1,3,4,0,5,2.0,46,110000
903,8212,1941,1950,3,854,1298,1,3,3,2,5,1.0,0,122000
904,10998,1941,1960,3,984,1604,2,3,3,0,5,2.0,68,117000
905,6300,1938,1950,3,832,1268,1,3,3,2,2,1.0,55,160000
906,4500,1932,2000,3,848,1520,1,3,3,0,5,1.0,56,159434
907,8400,1920,1950,3,438,438,1,1,2,0,5,1.0,0,60000
908,9900,1940,1950,3,944,1489,2,3,3,1,5,1.0,0,139500
909,15863,1920,1970,3,1687,3082,2,5,3,2,2,2.0,63,197000
910,5707,1935,1950,3,647,1242,1,3,3,1,5,1.0,96,105000
911,7804,1928,1950,3,1328,1981,2,4,4,2,5,2.0,44,135000
912,8574,1916,2000,4,1232,1232,1,3,4,1,5,2.0,180,147500
913,6171,1925,1990,3,1160,1608,2,3,4,1,5,1.0,16,137450
914,7200,1936,2007,4,575,1135,1,3,4,0,5,2.0,0,155000
915,7558,1928,1950,3,1172,1913,1,3,3,1,5,2.0,0,177000
916,6292,1928,1950,3,877,1477,2,3,3,1,5,1.0,50,145000
917,7155,1918,1990,3,628,1228,1,3,3,1,5,1.0,308,137000
918,10918,1926,2004,4,1276,2080,1,3,4,2,5,1.0,145,234000
919,13680,1940,1950,3,840,1567,1,2,3,2,5,2.0,171,205000
920,7500,1942,1950,3,753,1494,1,3,4,2,1,1.0,224,177500
921,9600,1940,1950,4,976,1308,1,2,3,2,5,1.0,70,160000
922,14680,1960,1960,3,1273,1273,1,2,3,0,1,1.0,115,155000
923,13360,1921,2006,3,964,964,1,2,3,0,5,2.0,44,163500
924,7681,1921,1950,3,820,1343,1,3,3,1,5,1.0,102,154900
925,8145,1940,1950,3,1240,2480,2,5,3,2,5,2.0,57,205000
926,9100,1954,1954,3,1112,1112,1,2,3,1,1,1.0,0,144800
927,12000,1941,1950,3,860,1564,1,3,2,1,1,1.0,0,174500
928,13339,1960,1960,3,1561,1561,2,3,3,1,1,2.0,268,193000
929,15600,1949,2005,3,986,1523,2,3,2,1,1,1.0,81,158000
930,14000,1950,2004,3,1152,1152,1,3,4,1,1,1.0,36,158500
931,17500,1954,1954,3,1906,1906,1,3,3,2,2,2.0,201,224000
932,1733,1980,1980,3,516,1032,1,2,3,1,5,2.0,0,115000
933,1488,1980,1992,3,561,1229,1,2,4,1,1,2.0,0,137000
934,1612,1980,1980,3,561,1229,1,2,3,1,1,2.0,0,121000
935,1300,1980,1980,3,561,1229,1,2,3,1,1,2.0,0,124000
936,13607,1986,1986,3,1182,1982,2,3,3,1,3,2.0,112,208000
937,17597,1971,2009,4,2365,2365,2,3,5,2,1,2.0,144,315000
938,21695,1988,2007,4,1680,1680,2,3,4,1,1,2.0,226,222000
939,10690,1920,1997,3,672,1344,1,3,3,0,5,1.0,346,147000
940,8660,1900,1993,3,928,2168,2,5,4,0,5,2.0,238,123000
941,6402,1920,1950,3,596,1192,1,3,3,0,5,1.0,137,78000
942,8470,1915,1982,2,1013,1526,1,2,2,0,6,0.0,156,85000
943,10200,1925,1950,3,572,572,1,2,3,0,5,1.0,72,75000
944,3843,2007,2008,5,1648,1648,2,2,5,1,1,2.0,206,230000
945,21780,1910,1950,2,810,810,1,1,3,0,5,1.0,24,57625
946,10125,2000,2001,4,1040,2052,2,3,4,1,3,3.0,91,251000
947,12822,2003,2003,4,1518,2149,1,1,4,1,1,2.0,241,239686
948,12118,2004,2005,4,1710,1710,2,3,4,1,1,2.0,228,240000
949,12209,2001,2002,3,804,1961,2,3,4,1,3,2.0,192,215000
950,9750,1977,1977,3,926,926,1,2,3,1,1,1.0,0,156450
951,9360,1977,1977,3,1287,1287,1,2,3,2,1,2.0,159,173000
952,10125,1977,1977,3,1302,1734,2,4,4,0,1,2.0,0,126000
953,9947,1990,1991,3,1217,1217,2,3,4,0,1,2.0,27,173000
954,11070,1991,1991,3,1595,1595,2,2,3,0,5,2.0,0,152000
955,14375,1958,1958,3,1344,1344,1,3,4,1,2,2.0,351,137500
956,215245,1965,1965,3,2036,2036,2,3,3,2,1,2.0,0,375000
957,12898,2007,2008,4,1620,1620,2,2,5,1,1,3.0,0,315500
958,13159,2009,2009,3,846,1692,2,3,4,0,1,2.0,114,224500
959,13438,2008,2008,5,2036,2036,2,3,5,1,1,3.0,154,410000
960,14463,2008,2008,5,1641,1641,2,3,5,0,1,3.0,95,316500
961,8925,2007,2007,4,1466,1466,2,3,4,0,1,3.0,18,201000
962,11457,1988,1988,3,1412,1412,2,3,4,1,1,2.0,169,175000
963,9839,1980,2006,3,1375,2237,2,3,4,1,3,2.0,24,204000
964,14419,1987,1989,3,1479,1479,2,3,4,1,1,2.0,238,213500
965,6853,2001,2002,4,1296,1296,2,2,4,0,1,2.0,25,220000
966,9157,2003,2003,4,1072,2014,2,3,4,0,1,2.0,114,170000
967,14601,2006,2006,5,1838,1838,2,2,5,1,1,3.0,68,315000
968,12633,2007,2007,5,1978,1978,2,2,5,1,1,3.0,52,425000
969,12518,1968,1968,3,1008,1008,1,3,4,0,1,1.0,0,139500
970,21750,1960,2006,3,1771,1771,1,3,3,1,1,2.0,0,115000
971,4500,1998,1998,3,1204,1204,2,2,3,0,1,2.0,247,162000
972,4500,1999,1999,3,1224,1224,2,2,3,0,1,2.0,304,165000
973,1596,1973,1973,3,526,988,1,2,3,0,3,1.0,101,91000
974,9858,1968,1968,3,874,874,1,3,3,0,1,1.0,0,130000
975,1526,1970,2002,3,630,630,1,1,4,0,1,1.0,0,86000
976,13383,1969,2000,3,1404,1404,2,3,3,1,1,2.0,16,160000
977,1477,1970,1970,3,630,630,1,1,3,0,1,1.0,0,80000
978,1533,1970,2008,3,798,1344,1,3,3,1,6,0.0,0,97000
979,2217,1970,1970,3,546,1092,1,3,3,0,1,1.0,0,88000
980,7689,1972,1972,3,796,796,1,2,3,0,5,1.0,0,131900
981,7706,1993,1996,3,1091,1091,1,2,3,0,1,1.0,0,131250
982,9101,1978,1978,3,1110,1110,1,1,4,1,1,2.0,30,165500
983,8780,1985,1985,3,833,833,1,3,3,0,6,0.0,0,112000
984,7669,1992,1993,3,883,883,1,2,3,1,5,2.0,32,149000
985,14115,1993,1995,3,796,1362,1,1,3,0,1,2.0,350,143000
986,10429,1992,1992,3,624,1287,1,3,3,0,5,2.0,0,130000
987,9819,1977,1977,3,1567,1567,2,2,4,2,1,2.0,32,196000
988,10457,1969,1969,4,784,1632,1,4,3,1,1,2.0,541,173000
989,11029,1958,2002,5,1414,1414,1,3,3,1,1,2.0,241,176500
990,12925,1970,1970,3,2117,2117,2,4,3,2,1,2.0,42,237500
991,11075,1969,1969,3,1092,2112,2,4,3,2,1,2.0,0,206900
992,8702,1997,1998,3,926,1604,2,3,3,1,1,2.0,36,187500
993,8139,1995,1996,3,680,1470,2,3,3,1,3,2.0,49,165000
994,9535,1998,1998,3,926,1604,2,3,3,0,1,2.0,82,195500
995,9042,1998,1998,3,943,1638,2,3,3,2,1,2.0,38,192000
996,15038,1996,1996,3,916,1636,2,3,3,1,1,2.0,84,173000
997,14137,1996,1997,4,1384,1384,2,3,4,0,1,2.0,39,177900
998,21872,1996,1997,3,729,1446,2,3,3,1,1,2.0,22,175000
999,4923,2001,2002,4,1593,1593,1,0,5,1,1,2.0,344,286000
1000,6264,1997,1997,4,1682,1682,1,1,4,1,1,2.0,0,247900
1001,5395,1993,1993,4,1337,1337,2,2,4,1,1,2.0,238,180000
1002,5070,1992,1992,4,1280,1280,2,2,4,0,1,2.0,226,180000
1003,10839,1997,1998,3,926,1604,2,3,3,1,1,2.0,36,181000
1004,11184,1998,1998,3,932,1633,2,3,3,1,1,2.0,39,183000
1005,8000,1995,1996,3,773,1658,2,3,3,1,1,2.0,84,188000
1006,10832,1994,1996,4,1086,1895,2,3,4,1,1,2.0,46,194500
1007,14067,1991,1991,3,851,1709,2,3,4,0,1,2.0,40,185000
1008,4671,1988,1989,4,1228,1228,2,2,4,1,1,2.0,120,189000
1009,5950,1989,1989,4,1337,1337,2,2,4,1,1,2.0,227,188500
1010,13543,2005,2005,4,1168,2500,3,5,5,1,3,3.0,32,355000
1011,11198,2005,2007,4,1134,2504,2,4,5,1,3,3.0,39,325000
1012,15401,2004,2004,5,1884,1884,2,2,5,1,1,3.0,76,387000
1013,31220,1952,1952,3,1474,1474,1,3,3,2,1,2.0,144,115000
1014,8118,2007,2007,5,1710,1710,2,2,5,1,1,2.0,48,334000
1015,47280,1950,1950,3,1488,1488,2,3,3,1,1,2.0,180,133000
1016,20544,1986,1991,3,1236,2093,2,3,3,1,1,2.0,63,215000
1017,12680,1988,1988,4,1688,1688,2,2,5,1,1,2.0,189,226500
1018,12090,1981,1981,3,1422,1422,2,3,4,1,1,2.0,0,175500
1019,10825,1983,1983,4,1260,1260,2,3,3,0,1,2.0,0,181900
1020,18559,1978,1978,4,2064,2064,2,3,4,2,1,2.0,0,235000
1021,14450,1979,1979,4,1782,1782,2,3,4,1,1,2.0,0,220000
1022,12227,1977,1995,3,1542,2872,2,4,3,1,1,2.0,282,272000
1023,13068,1976,1976,3,1211,1211,2,3,4,1,1,2.0,174,161000
1024,15611,1977,1977,3,1126,1126,2,3,5,0,1,2.0,0,175000
1025,10400,1980,1988,3,1277,2044,2,3,3,1,1,2.0,73,185000
1026,9743,1969,1969,3,720,1308,1,3,3,0,5,2.0,0,146900
1027,12511,1978,1978,4,1420,2840,2,4,4,2,1,4.0,224,292500
1028,11361,1976,1976,3,1523,1523,2,3,3,1,1,2.0,189,180000
1029,10400,1976,1976,3,1444,1444,2,2,3,1,1,2.0,24,159900
1030,10480,1976,1976,3,1098,1964,2,4,3,1,1,2.0,69,205000
1031,10000,1973,2000,3,1178,1178,1,3,4,1,1,2.0,0,157000
1032,14311,1996,1996,4,1236,2340,2,4,4,1,1,3.0,398,306000
1033,9000,1974,1974,3,896,1792,2,4,3,0,5,2.0,45,133000
1034,9750,1969,1969,3,1054,1054,1,3,3,0,1,2.0,80,151000
1035,10295,1969,1969,3,936,936,1,2,3,0,1,1.0,0,111900
1036,7560,1971,1971,3,864,864,1,3,3,0,5,2.0,0,123000
1037,12735,1972,1972,3,864,864,1,3,3,0,5,2.0,0,111250
1038,4060,1998,1999,4,1337,1337,2,2,4,0,1,2.0,68,181000
1039,1680,1973,1973,3,483,987,1,2,3,0,5,1.0,0,103400
1040,1680,1973,1973,3,483,987,1,2,3,0,5,1.0,0,100000
1041,1890,1972,1972,3,483,987,1,2,3,0,5,1.0,0,100500
1042,1869,1970,1970,3,483,987,1,2,3,0,5,1.0,0,106000
1043,1680,1971,1971,3,483,987,1,2,3,0,5,1.0,0,85400
1044,1680,1971,1971,3,483,987,1,2,3,0,5,1.0,0,89500
1045,1680,1972,1972,3,630,1302,2,3,3,0,5,1.0,0,111750
1046,4043,1977,1977,3,1069,1069,2,2,3,0,1,2.0,255,140000
1047,2308,1975,1975,3,855,1456,2,4,3,0,1,2.0,0,143000
1048,2529,1977,1977,3,1055,1055,2,2,3,0,1,2.0,38,148500
1049,9477,1966,1966,3,892,892,1,3,3,0,1,1.0,0,110000
1050,12444,2008,2008,5,1932,1932,2,2,5,1,1,3.0,370,394617
1051,12474,2007,2008,5,1742,2332,2,3,5,1,3,3.0,134,426000
1052,14803,2007,2008,5,2084,2084,2,2,5,1,1,3.0,45,385000
1053,14948,2008,2008,5,1476,2713,2,3,5,1,1,3.0,66,446261
1054,12704,2007,2007,4,1582,1582,2,3,4,0,1,3.0,95,317500
1055,13891,2007,2008,4,1710,1710,2,2,4,1,1,3.0,102,372402
1056,13693,2007,2007,4,2464,2464,2,4,5,1,1,3.0,78,417500
1057,14418,2007,2007,5,1950,1950,2,2,5,1,1,3.0,207,383000
1058,13418,2006,2006,4,1850,2748,2,4,5,1,3,3.0,182,390000
1059,12539,2005,2006,5,1632,2790,2,4,5,1,3,4.0,392,460000
1060,12151,2005,2005,4,1414,2331,2,3,5,1,3,3.0,63,379000
1061,8899,2007,2007,5,948,2088,2,4,4,1,3,3.0,24,250000
1062,10574,2004,2004,4,1170,2332,2,4,5,1,3,3.0,142,316000
1063,12720,2003,2003,5,2470,2470,1,1,5,2,1,3.0,281,615000
1064,13688,2003,2004,4,1572,2668,2,3,5,2,3,3.0,0,412500
1065,10625,2003,2004,4,1006,2046,2,3,4,1,3,3.0,62,284000
1066,10845,2003,2004,4,1575,1575,2,2,4,1,1,3.0,28,284000
1067,16900,2001,2002,4,1515,2649,2,4,4,1,1,3.0,60,421250
1068,16451,2003,2003,4,1804,2690,2,4,4,1,3,3.0,58,370000
1069,10110,2008,2008,5,1866,1866,2,2,5,1,1,3.0,48,336860
1070,8769,2008,2008,5,1702,1702,1,1,5,1,1,3.0,296,367294
1071,12304,2005,2005,4,1367,1367,2,2,4,1,1,2.0,33,192000
1072,12677,2003,2004,5,1518,1518,1,1,5,1,1,2.0,140,274000
1073,8849,2005,2005,5,1684,1684,2,2,5,1,1,2.0,72,266000
1074,8232,2007,2008,5,1800,1800,2,2,5,1,1,3.0,0,370967
1075,6240,2006,2007,4,1342,1342,2,2,4,1,1,2.0,35,234250
1076,6240,2006,2007,4,1342,1342,2,2,4,1,1,2.0,35,219500
1077,2448,2003,2004,4,764,1626,2,2,4,0,3,2.0,27,155000
1078,2448,2003,2004,4,764,1626,2,2,4,0,3,2.0,27,154000
1079,8198,2004,2004,4,1358,1358,2,2,4,1,1,2.0,30,207000
1080,3940,2003,2003,4,1455,1455,2,2,4,1,1,3.0,164,195000
1081,3940,2004,2004,4,1576,1576,2,2,4,1,1,3.0,20,219990
1082,3182,2005,2006,4,1504,1504,2,2,4,1,1,2.0,20,191000
1083,3182,2007,2007,4,1266,1266,2,2,4,1,1,2.0,16,159895
1084,3710,2007,2008,4,1246,1246,2,2,4,1,1,2.0,24,187687
1085,9024,2004,2004,4,813,1515,2,3,4,1,1,2.0,75,179000
1086,7415,2004,2004,3,864,1593,2,3,3,1,1,2.0,75,193000
1087,9587,2005,2005,4,1166,1166,2,2,4,0,1,2.0,0,190000
1088,8029,2005,2005,3,728,1456,2,3,4,0,1,2.0,24,176000
1089,8010,2002,2003,4,840,1720,2,3,4,1,3,2.0,48,188000
1090,8396,2003,2003,4,847,1986,2,4,4,1,3,2.0,48,213000
1091,7301,2007,2008,4,1358,1358,2,2,4,1,1,2.0,26,217300
1092,10261,2000,2000,3,962,1792,2,3,3,1,1,2.0,0,186500
1093,8220,2000,2001,4,1008,1892,2,3,3,1,1,2.0,0,226750
1094,15384,2004,2005,4,788,1490,2,3,4,1,1,2.0,75,184000
1095,7750,2002,2002,4,707,1414,2,3,4,1,1,2.0,35,176000
1096,12460,1999,2000,4,1037,2322,2,4,3,1,3,2.0,44,225000
1097,8390,1999,1999,3,873,1651,2,3,3,1,3,2.0,103,185900
1098,9660,1997,1997,4,1182,2199,2,3,4,1,1,2.0,131,284500
1099,9200,1998,1998,4,1470,2630,2,4,4,1,1,3.0,66,315000
1100,14260,2000,2000,4,1145,2198,2,4,4,1,1,3.0,84,250000
1101,11000,2000,2000,4,1533,2172,2,4,5,1,3,3.0,153,291000
1102,11675,1998,1998,4,2006,2006,2,2,4,1,1,3.0,33,350000
1103,10990,1996,1997,4,1064,2125,2,4,4,2,1,2.0,0,279500
1104,11929,1995,1995,4,1251,2501,2,4,4,1,1,3.0,87,290000
1105,10437,1995,1995,4,2113,2113,2,2,4,1,1,3.0,46,350000
